id;railway;name;customhouse;x_coord;y_coord
351;КРАСНОЯРСКАЯ;ИНГАШСКАЯ;663600 КРАСНОЯРСКИЙ КРАЙ, Г.КАНСК , УЛ. МОСКОВСКАЯ, Д.27, ПОМ.12;56.205305;95.715808
352;КАЗАХСТАНСКАЯ;ТОПАР;РЕСПУБЛИКА КАЗАХСТАН, КАРАГАНДИНСКАЯ ОБЛ., Г.КАРАГАНДА, Б.ЖЫРАУСКИЙ Р-Н п.Д;49.80776;73.088504
353;ЮГО-ВОСТОЧНАЯ;НИКИФОРОВКА;392036 Г.ТАМБОВ, УЛ.БРИГАДНАЯ, Д.3 В;52.70715;41.439131
354;ОКТЯБРЬСКАЯ;НОВЫЙ ПОРТ;198095 САНКТ-ПЕТЕРБУРГ, ВОЛЬНЫЙ ОСТРОВ, Д. 1, ЛИТ. В;59.901238;30.240149
355;ДАЛЬНЕВОСТОЧНАЯ;ЛАРБА;678960 РЕСПУБЛИКА САХА (ЯКУТИЯ), Г.НЕРЮНГРИ, УЛ.ЮЖНО-ЯКУТСКАЯ, Д. 10;56.667166;124.725921
356;ЮГО-ВОСТОЧНАЯ;СЕЛЕЗНИ;392036 Г.ТАМБОВ, УЛ.БРИГАДНАЯ, Д.3 В;52.70715;41.439131
357;МОСКОВСКАЯ;МИХАЙЛОВСКИЙ РУДНИК;307130 КУРСКАЯ ОБЛ., Г.ЖЕЛЕЗНОГОРСК, УЛ.ЛЕНИНА, 21, К.54, 55;52.331273;35.356558
358;ОКТЯБРЬСКАЯ;ПЕЧОРЫ-ПСКОВСКИЕ;181500 ПСКОВСКАЯ ОБЛ., ПЕЧОРСКИЙ Р-Н, Г. ПЕЧОРЫ, УЛ. СОЛНЕЧНАЯ, Д. 15;57.834049;27.605822
359;ДАЛЬНЕВОСТОЧНАЯ;КНОРРИНГ;692524 ПРИМОРСКИЙ КРАЙ, Г.УССУРИЙСК, УЛ.ЛИМИЧЕВСКАЯ, 21 А;43.843752;131.941854
360;ОКТЯБРЬСКАЯ;БЕЛЫЙ ГОРОДОК;171510 ТВЕРСКАЯ ОБЛ., Г.КИМРЫ, УЛ. СТАРОЗАВОДСКАЯ, 13 Д;56.871606;37.388241
361;КЫРГЫЗСКАЯ;КАРАБАЛТА;ЧУЙСКАЯ ОБЛАСТЬ, Г.КАРА-БАЛТА, УЛ. ПАЛЬМИРА ТОЛЬЯТТИ,17;42.812669;73.869463
362;ПРИВОЛЖСКАЯ;АЛТАТА;413116 САРАТОВСКАЯ ОБЛ., Г.ЭНГЕЛЬС, ПРОСП. СТРОИТЕЛЕЙ;51.464962;46.137248
363;СЕВЕРО-КАВКАЗСКАЯ;ХОТУНОК;346910 РОСТОВСКАЯ ОБЛ., Г.НОВОШАХТИНСК, УЛ.ПРИВОЛЬНАЯ, Д.31;47.783542;39.894631
364;ЮЖНО-УРАЛЬСКАЯ;ФОРМАЧЕВО;457100 Г.ТРОИЦК, УЛ.ГАГАРИНА, 1;54.08215;61.535962
365;КАЗАХСТАНСКАЯ;АЩЕЛИСАЙСКАЯ;РЕСПУБЛИКА КАЗАХСТАН , АКТЮБИНСКАЯ ОБЛАСТЬ, Г. ХРОМТАУ, ПР. АБАЯ, Д. 13, КВ;50.263146;58.437655
366;МОСКОВСКАЯ;ЖИВОДОВКА;248016 Г.КАЛУГА, УЛ.ЛЕНИНА, 3;54.532114;36.276936
367;СЕВЕРО-КАВКАЗСКАЯ;СТЕПНАЯ;353684 КРАСНОДАРСКИЙ КРАЙ, Г.ЕЙСК, УЛ.АРМАВИРСКАЯ, Д.241;46.686048;38.261646
368;ОКТЯБРЬСКАЯ;УСТЬ-ЛУГА;188471, ЛЕНИНГРАДСКАЯ ОБЛ., КИНГИСЕППСКИЙ МУНИЦИПАЛЬНЫЙ Р-Н, УСТЬ-ЛУЖСКОЕ С;59.658876;28.240257
369;МОСКОВСКАЯ;ЗВЕНИГОРОД;143022 МОСКОВСКАЯ ОБЛ., ОДИНЦОВСКИЙ Р-Н, ПОС. ЛЕТНИЙ ОТДЫХ, ЗВЕНИГОРОДСКОЕ;55.64352;36.978196
370;БЕЛОРУССКАЯ;УЗА;Г. ГОМЕЛЬ, УЛ. БОРИСЕНКО, 5;52.413944;30.920821
371;ЮГО-ВОСТОЧНАЯ;ОБЛОВКА;392036 Г.ТАМБОВ, УЛ.БРИГАДНАЯ, Д.3 В;52.70715;41.439131
372;КАЗАХСТАНСКАЯ;ЕКИБАСТУЗ-СЕВЕРНЫЙ II;РЕСПУБЛИКА КАЗАХСТАН , 141200 ПАВЛОДАРСКАЯ ОБЛАСТЬ, Г. ЭКИБАСТУЗ, УЛ.50 ЛЕТ;51.746117;75.318392
373;ЮГО-ВОСТОЧНАЯ;ТЕРНОВКА;394028 Г. ВОРОНЕЖ, УЛ. ДИМИТРОВА, Д.148А;51.651248;39.293299
374;ПРИВОЛЖСКАЯ;ГРЕМЯЧАЯ;400029 Г. ВОЛГОГРАД, УЛ. ВИЛЯНСКАЯ, Д. 29;48.510196;44.641068
375;МОСКОВСКАЯ;ВОРОТЫНСК;248903 Г.КАЛУГА, МОСКОВСКИЙ ОКРУГ, С.РОСВА, ИНДУСТРИАЛЬНЫЙ ПАРК "РОСВА", "П;54.504562;36.068347
376;ГП"КРЫМСКАЯ Ж.Д."(РФ);АРМЯНСК-ЭКСПОРТ;296000 РЕСПУБЛИКА КРЫМ, Г. КРАСНОПЕРЕКОПСК, УЛ. ПРИВОКЗАЛЬНАЯ, 8;45.963868;33.782512
377;МОСКОВСКАЯ;КРАСНЫЙ БОР;214530 СМОЛЕНСКАЯ ОБЛ., СМОЛЕНСКИЙ Р-Н, Д. НИКОЛЬСКОЕ, УЛ. ДОРОЖНАЯ, Д. 3;54.872041;32.069344
378;СЕВЕРНАЯ;ВЕРЕСОВО;165650 АРХАНГЕЛЬСКАЯ ОБЛ., Г. КОРЯЖМА, ДОРОГА МАГИСТРАЛЬНОЕ Ш., Д. 36, СТР.;61.287931;47.11581
379;ДАЛЬНЕВОСТОЧНАЯ;ГРОДЕКОВО (В КОРЕЮ );692582 ПРИМОРСКИЙ КРАЙ, ПОГРАНИЧНЫЙ Р-Н, ПОС.ПОГРАНИЧНЫЙ, УЛ.ВОКЗАЛЬНАЯ, Д.;44.407119;131.371963
380;КРАСНОЯРСКАЯ;ЧЕРНОГОРСКИЕ КОПИ;655001 РЕСПУБЛИКА ХАКАСИЯ, Г.АБАКАН, ПРОСП. ДРУЖБЫ НАРОДОВ, Д. 3А;53.736659;91.434698
381;КАЗАХСТАНСКАЯ;ПАВЛОДАР-ПОРТ;РЕСПУБЛИКА КАЗАХСТАН , 140011 ПАВЛОДАРСКАЯ ОБЛАСТЬ, Г. ПАВЛОДАР, УЛ. ТОЛСТО;52.275897;76.967564
382;БЕЛОРУССКАЯ;КЛИМОВИЧИ;Могилевская обл., Кричевский район, Краснобудский сельсовет, 2;53.7161;31.815399
383;ОКТЯБРЬСКАЯ;СЛАНЦЫ;188480 ЛЕНИНГРАДСКАЯ ОБЛ., КИНГИСЕППСКИЙ МУНИЦИПАЛЬНЫЙ Р-Н, КИНГИСЕППСКОЕ Г;59.351801;28.61118
384;КАЛИНИНГРАДСКАЯ;ГУРЬЕВСК-НОВЫЙ;236009 Г. КАЛИНИНГРАД, УЛ. БОЛЬШАЯ ОКРУЖНАЯ, Д. 3А;54.755758;20.562805
385;ОКТЯБРЬСКАЯ;БЕЛОМОРСК (ПЕРЕВ.);186420 РЕСПУБЛИКА КАРЕЛИЯ, Г. СЕГЕЖА, УЛ.ЗАВОДСКАЯ, Д.1;63.737719;34.315877
386;ЗАБАЙКАЛЬСКАЯ;СЕРЫШЕВО;676680 АМУРСКАЯ ОБЛ., МИХАЙЛОВСКИЙ Р-Н, П.ПОЯРКОВО, УЛ.ГАГАРИНА, 2, РЕЧН.П.;49.617444;128.684644
387;КАЗАХСТАНСКАЯ;КАРАГАНДЫ-УГ;РЕСПУБЛИКА КАЗАХСТАН , КАРАГАНДИНСКАЯ ОБЛАСТЬ, Г.КАРАГАНДЫ, УЛ.Б.ХМЕЛЬНИЦКО;49.823466;73.113099
388;КАЗАХСТАНСКАЯ;ТУРКЕСТАН;РЕСПУБЛИКА КАЗАХСТАН , Туркестанская область;44.29477;68.676347
389;ПРИВОЛЖСКАЯ;ТОПОЛЕК;413858 САРАТОВСКАЯ ОБЛАСТЬ, БАЛАКОВСКИЙ РАЙОН,  С. БЫКОВ ОТРОГ, ПРОЕЗД ХИМИ;51.926736;47.907091
390;ОКТЯБРЬСКАЯ;ПРИВЕТНЕНСКОЕ;Г.ВЫБОРГ, ЛЕНИНГРАДСКОЕ Ш., Д.110;60.697521;28.793727
391;ОКТЯБРЬСКАЯ;КАНДАЛАКША-ЭКСПОРТ;184250 МУРМАНСКАЯ ОБЛ., Г. КИРОВСК, ПРОМПЛОЩАДКА  АНОФ-3, КОРП. 28;67.547767;33.719118
392;КРАСНОЯРСКАЯ;СОН;655001 РЕСПУБЛИКА ХАКАСИЯ, Г.АБАКАН, ПРОСП. ДРУЖБЫ НАРОДОВ, Д. 3А;53.736659;91.434698
393;ОКТЯБРЬСКАЯ;ВЫСОЦК;Г.ВЫБОРГ, ЛЕНИНГРАДСКОЕ Ш., Д.110;60.697521;28.793727
394;СВЕРДЛОВСКАЯ;ЕЖЕВАЯ;622042 СВЕРДЛОВСКАЯ ОБЛ., Г.НИЖНИЙ ТАГИЛ, УЛ.ПОБЕДЫ, Д.43А;57.927004;59.969292
395;ПРИВОЛЖСКАЯ;КУТУМ-ЭКСПОРТ;414042 Г. АСТРАХАНЬ, ТРУСОВСКИЙ Р-Н, УЛ. МОСИНА, Д. 1А;46.422169;47.975696
396;ЗАПАДНО-СИБИРСКАЯ;КАЛТАН;654010 КЕМЕРОВСКАЯ ОБЛ., Г.НОВОКУЗНЕЦК, ПЛОЩАДЬ ПОБЕДЫ, 4, КАБ.58;53.757553;87.136053
397;СЕВЕРО-КАВКАЗСКАЯ;ДОЛИНА ОЧАРОВАНИЯ(РЗД 60;352800 КРАСНОДАРСКИЙ КРАЙ, Г.ТУАПСЕ, УЛ.ГАГАРИНА, Д.25;44.092034;39.080991
398;КУЙБЫШЕВСКАЯ;НОЧКА;440015  Г. ПЕНЗА, УЛ. АУСТРИНА, Д.160;53.248783;45.01466
399;ЮЖНО-УРАЛЬСКАЯ;САКМАРСКАЯ;460027 Г. ОРЕНБУРГ, УЛ.ДОНГУЗСКАЯ, Д. 62А;51.694948;55.098527
400;ОКТЯБРЬСКАЯ;ПЯЖИЕВА СЕЛ;185035 РЕСПУБЛИКА КАРЕЛИЯ, Г. ПЕТРОЗАВОДСК, УЛ. ФРИДРИХА ЭНГЕЛЬСА, Д. 25, Б;61.790963;34.356221
401;СВЕРДЛОВСКАЯ;СОСЬВА;624993 СВЕРДЛОВСКАЯ ОБЛ., Г.СЕРОВ, УЛ.МАТРОСОВА, Д. 1;59.615283;60.592264
402;БЕЛОРУССКАЯ;ВИЛЕЙКА;МИНСКАЯ ОБЛ., Г. МОЛОДЕЧНО, Ж/Д СТ.МОЛОДЕЧНО (ПЕРЕДАТ. СТАНЦИЯ);54.307332;26.838939
403;КАЗАХСТАНСКАЯ;ЕКИБАСТУЗ 2;РЕСПУБЛИКА КАЗАХСТАН , 141200 ПАВЛОДАРСКАЯ ОБЛАСТЬ, Г. ЭКИБАСТУЗ, УЛ.50 ЛЕТ;51.746117;75.318392
404;ОКТЯБРЬСКАЯ;КЯППЕСЕЛЬГА;186225 РЕСПУБЛИКА КАРЕЛИЯ, КОНДОПОЖСКИЙ Р-Н, Г. КОНДОПОГА, ПЕР. ГОРИСТЫЙ, Д;62.207124;34.263856
405;СЕВЕРНАЯ;ЕРЦЕВО;165650 АРХАНГЕЛЬСКАЯ ОБЛ., Г. КОРЯЖМА, ДОРОГА МАГИСТРАЛЬНОЕ Ш., Д. 36, СТР.;61.287931;47.11581
406;СЕВЕРНАЯ;ПОДЮГА;165650 АРХАНГЕЛЬСКАЯ ОБЛ., Г. КОРЯЖМА, ДОРОГА МАГИСТРАЛЬНОЕ Ш., Д. 36, СТР.;61.287931;47.11581
407;КРАСНОЯРСКАЯ;ЕРБИНСКАЯ;655001 РЕСПУБЛИКА ХАКАСИЯ, Г.АБАКАН, ПРОСП. ДРУЖБЫ НАРОДОВ, Д. 3А;53.736659;91.434698
408;ДАЛЬНЕВОСТОЧНАЯ;ЛУМБИР;676080 АМУРСКАЯ ОБЛ., Г.ТЫНДА, УЛ.МОСКОВСКИХ СТРОИТЕЛЕЙ, 6;55.153241;124.744175
409;ОКТЯБРЬСКАЯ;РЖЕВ-БАЛТИЙСКИЙ;172387 ТВЕРСКАЯ ОБЛ., Г.РЖЕВ, УЛ.СОЛНЕЧНАЯ, Д.22;56.235706;34.338641
410;СЕВЕРО-КАВКАЗСКАЯ;ЧАПАЕВКА-РОСТОВСКАЯ;346910 РОСТОВСКАЯ ОБЛ., Г.НОВОШАХТИНСК, УЛ.ПРИВОЛЬНАЯ, Д.31;47.783542;39.894631
411;КАЗАХСТАНСКАЯ;КАРАУЛКЕЛДЫ;РЕСПУБЛИКА КАЗАХСТАН , АКТЮБИНСКАЯ ОБЛАСТЬ, Г. ЭМБА, УЛ. ГЕОЛОГОВ, Д.7;48.834162;58.152152
412;ОКТЯБРЬСКАЯ;УГЛИЧ;152912 ЯРОСЛАВСКАЯ ОБЛ., Г.РЫБИHСК, УЛ.ТАНКИСТОВ, Д.23;58.064544;38.795336
413;ОКТЯБРЬСКАЯ;ПРИОЗЕРСК;188800 ЛЕНИНГРАДСКАЯ ОБЛ., ВЫБОРГСКИЙ Р-Н, Г. ВЫБОРГ, ПР-Д ТАМОЖЕННЫЙ, Д.6;60.694579;28.788499
414;КАЗАХСТАНСКАЯ;ЖАЗЫК;РЕСПУБЛИКА КАЗАХСТАН , АКТЮБИНСКАЯ ОБЛАСТЬ, Г. ХРОМТАУ, ПР. АБАЯ, Д. 13, КВ;50.263146;58.437655
415;СЕВЕРНАЯ;ФИЛИНО;150030 Г.ЯРОСЛАВЛЬ, ПРОСП. ФРУНЗЕ, Д.24 А;57.596446;39.889115
416;СЕВЕРНАЯ;ПЕРЕСЛАВЛЬ;150030 Г.ЯРОСЛАВЛЬ, ПРОСП. ФРУНЗЕ, Д.24 А;57.596446;39.889115
417;ГОРЬКОВСКАЯ;КУРЛОВО;601506 ВЛАДИМИРСКАЯ ОБЛ., Г.ГУСЬ-ХРУСТАЛЬНЫЙ, УЛ.СЕВАСТОПОЛЬСКАЯ, Д.2;55.624291;40.637071
418;КУЙБЫШЕВСКАЯ;ТОЛКАЙ;446300 САМАРСКАЯ ОБЛ., Г. ОТРАДНЫЙ, ПРОМЫШЛЕННАЯ ЗОНА, Д. 1;53.357142;51.324444
419;ГП"КРЫМСКАЯ Ж.Д."(РФ);КЕРЧЬ-ПОРТ  (ПАРОМ ЭКСП.;298312 РЕСПУБЛИКА КРЫМ, Г. КЕРЧЬ, УЛ. ФУРМАНОВА, 9. 298320 РЕСПУБЛИКА КРЫМ,;45.366136;36.482668
420;МОСКОВСКАЯ;ЧЕРТАНОВО;142000 МОСКОВСКАЯ ОБЛ., Г.ДОМОДЕДОВО, УЛ.ЛОГИСТИЧЕСКАЯ, Д.1/6, КОРП.7Б;55.474056;37.736761
421;ПРИВОЛЖСКАЯ;ЗОЛОТАЯ СТЕПЬ;413116 САРАТОВСКАЯ ОБЛ., Г.ЭНГЕЛЬС, ПРОСП. СТРОИТЕЛЕЙ;51.464962;46.137248
422;ЗАБАЙКАЛЬСКАЯ;ДОСАТУЙ;672000 ЗАБАЙКАЛЬСКИЙ КРАЙ, Г. ЧИТА, ЦЕНТРАЛЬНЫЙ АДМИНИСТРАТИВНЫЙ РАЙОН, УЛ.;52.033635;113.501049
423;СЕВЕРО-КАВКАЗСКАЯ;МАРЦЕВО;346970 РОСТОВСКАЯ ОБЛ., МАТВЕЕВО-КУРГАНСКИЙ Р-Н,  ПОС. МАТВЕЕВ-КУРГАН, УЛ.П;47.560148;38.873246
424;МОСКОВСКАЯ;СЕЛЯТИНО;143345 МОСКОВСКАЯ ОБЛ., НАРО-ФОМИНСКИЙ Р-Н, ПОС. СЕЛЯТИНО;55.51405;36.979885
425;КУЙБЫШЕВСКАЯ;БУГУРУСЛАН;461040 ОРЕНБУРГСКАЯ ОБЛ., Г.БУЗУЛУК, УЛ. 1 МАЯ, Д. 100;52.796459;52.255988
426;СЕВЕРО-КАВКАЗСКАЯ;СУЛИН;346910 РОСТОВСКАЯ ОБЛ., Г.НОВОШАХТИНСК, УЛ.ПРИВОЛЬНАЯ, Д.31;47.783542;39.894631
427;ЮЖНО-УРАЛЬСКАЯ;НОВОСЕРГИЕВСКАЯ;460027 Г. ОРЕНБУРГ, УЛ.ДОНГУЗСКАЯ, Д. 62А;51.694948;55.098527
428;СЕВЕРО-КАВКАЗСКАЯ;ГЛУБОКАЯ;347812 РОСТОВСКАЯ ОБЛ., Г.КАМЕНСК-ШАХТИНСКИЙ, УЛ.ГАРАЖНАЯ, Д.16/1;48.306991;40.268618
429;ДАЛЬНЕВОСТОЧНАЯ;МЫС-ЧУРКИН-ПЕРЕВАЛКА;690012 ПРИМОРСКИЙ КРАЙ, Г.ВЛАДИВОСТОК, УЛ.БЕРЕЗОВАЯ, Д. 25;43.101563;131.890569
430;КАЗАХСТАНСКАЯ;БИЖЕ;РЕСПУБЛИКА КАЗАХСТАН, АЛМАТИНСКАЯ ОБЛАСТЬ, Г.ТАЛДЫКОРГАН, ВОСТОЧНАЯ ПРОМЗОН;44.988259;78.431261
431;ОКТЯБРЬСКАЯ;СОСНОВЕЦ;186420 РЕСПУБЛИКА КАРЕЛИЯ, Г. СЕГЕЖА, УЛ.ЗАВОДСКАЯ, Д.1;63.737719;34.315877
432;СЕВЕРНАЯ;КОСТРОМА НОВАЯ;156961 Г.КОСТРОМА, УЛ.ЗЕЛЕНАЯ, Д.7;57.774724;41.003502
433;МОСКОВСКАЯ;ОРЕЛ;302005 Г.ОРЕЛ, КАРАЧЕВСКОЕ Ш., Д.77;52.946356;36.029441
434;КРАСНОЯРСКАЯ;КРАСНОЯРСК-СЕВЕРНЫЙ;660031 КРАСНОЯРСКИЙ КРАЙ, Г.КРАСНОЯРСК, УЛ.РЯЗАНСКАЯ, Д.12;56.024647;93.06885
435;ГОРЬКОВСКАЯ;ЛАГЕРНАЯ;420030 РЕСПУБЛИКА ТАТАРСТАН, Г. КАЗАНЬ, СТ. ЛАГЕРНАЯ, УЛ. БОЕВАЯ;55.800433;49.021865
436;МОСКОВСКАЯ;ЕФРЕМОВ;301670 ТУЛЬСКАЯ ОБЛ., Г.НОВОМОСКОВСК, УЛ.СВЯЗИ, 10;54.0875;38.218959
437;СЕВЕРНАЯ;ПРИВОЛЖЬЕ;150030 Г.ЯРОСЛАВЛЬ, ПРОСП. ФРУНЗЕ, Д.24 А;57.596446;39.889115
438;ГП"КРЫМСКАЯ Ж.Д."(РФ);САКИ;297400 РЕСПУБЛИКА КРЫМ, Г. ЕВПАТОРИЯ, ПЛ. МОРЯКОВ, 1-А. 297400 РЕСПУБЛИКА К;45.191664;33.373985
439;ВОСТОЧНО-СИБИРСКАЯ;БОЛЬШОЙ ЛУГ;664053  Г.ИРКУТСК, СТ. ГОРКА;52.341525;104.142436
440;КАЗАХСТАНСКАЯ;ЗОЛОТОРУННАЯ;РЕСПУБЛИКА КАЗАХСТАН , 151000 СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, Г.ТАЙЫНША. УЛ.К;53.84894;69.743474
441;СЕВЕРО-КАВКАЗСКАЯ;ОРЛОВКА-КУБАНСКАЯ;353684 КРАСНОДАРСКИЙ КРАЙ, Г.ЕЙСК, УЛ.АРМАВИРСКАЯ, Д.241;46.686048;38.261646
442;КАЗАХСТАНСКАЯ;АКСУ II;РЕСПУБЛИКА КАЗАХСТАН , 140011 ПАВЛОДАРСКАЯ ОБЛАСТЬ, Г. ПАВЛОДАР, УЛ. ТОЛСТО;52.275897;76.967564
443;ЮЖНО-УРАЛЬСКАЯ;ДЖАБЫК;457390 ЧЕЛЯБИНСКАЯ ОБЛ., ПГТ ЛОКОМОТИВНЫЙ, УЛ.СТРОИТЕЛЕЙ, Д.21;53.045816;60.609233
444;КАЗАХСТАНСКАЯ;УСТЮРТ;РЕСПУБЛИКА КАЗАХСТАН , 130100 МАНГИСТАУСКАЯ ОБЛАСТЬ, МАНГИСТАУСКАЯ ОБЛАСТЬ,;44.122553;53.72203
445;КУЙБЫШЕВСКАЯ;ЖИГУЛЕВСК;445043 САМАРСКАЯ ОБЛ., Г.ТОЛЬЯТТИ,  АВТОЗАВОДСКИЙ Р-Н, УЛ.ВОКЗАЛЬНАЯ, Д. 2;53.563477;49.351412
446;ЮЖНО-УРАЛЬСКАЯ;ПЬЯНКОВО;641641 КУРГАНСКАЯ ОБЛ., ПЕТУХОВСКИЙ РАЙОН, Г. ПЕТУХОВО, УЛ. СИБИРСКАЯ, Д. 1;55.070499;67.899969
447;ЗАПАДНО-СИБИРСКАЯ;НОВОСИБИРСК-ЗАП-ПЕРЕВАЛК;630052  Г.НОВОСИБИРСК, УЛ.ТОЛМАЧЕВСКАЯ, Д. 1/1;54.964173;82.828388
448;СВЕРДЛОВСКАЯ;НОВОАНДРЕЕВСКИЙ;625014 Г.ТЮМЕНЬ, УЛ. РЕСПУБЛИКИ, Д. 252, СТРОЕНИЕ 38;57.110457;65.631211
449;КАЗАХСТАНСКАЯ;ТОБОЛ;РЕСПУБЛИКА КАЗАХСТАН , 110007 КОСТАНАЙСКАЯ ОБЛАСТЬ, Г.КОСТАНАЙ,УЛ.ГОГОЛЯ.18;53.205787;63.64014
450;СВЕРДЛОВСКАЯ;КЕЗ;426075 УДМУРТСКАЯ РЕСПУБЛИКА, Г.ИЖЕВСК, УЛ.КАМБАРСКАЯ, Д.49А;56.840473;53.305409
451;ДАЛЬНЕВОСТОЧНАЯ;ЧЕГДОМЫН;680031 ХАБАРОВСКИЙ КРАЙ, Г. ХАБАРОВСК, МАТВЕЕВСКОЕ Ш.,  Д. 41, ЛИТ. А;48.52863;135.169429
452;ГОРЬКОВСКАЯ;ОБРОЧНОЕ;430003 РЕСПУБЛИКА МОРДОВИЯ, Г.САРАНСК, ЛЕНИНСКИЙ РАЙОН, УЛ. РАБОЧАЯ, Д. 100;54.193243;45.194224
453;ГОРЬКОВСКАЯ;ЮРЬЕВЕЦ;600035 Г.ВЛАДИМИР, УЛ.КУЙБЫШЕВА, Д.28 Г;56.166982;40.414594
454;СЕВЕРНАЯ;ЧОВЬЮ;167000 РЕСПУБЛИКА КОМИ, Г. СЫКТЫВКАР, УЛ. СОВЕТСКАЯ, Д. 8/1;61.672776;50.836659
455;КАЗАХСТАНСКАЯ;МОЙЫНТЫ;РЕСПУБЛИКА КАЗАХСТАН, КАРАГАНДИНСКАЯ ОБЛ., Г.КАРАГАНДА, Б.ЖЫРАУСКИЙ Р-Н п.Д;49.80776;73.088504
456;ЗАПАДНО-СИБИРСКАЯ;ЧУЛЫМСКАЯ;630052  Г.НОВОСИБИРСК, УЛ.ТОЛМАЧЕВСКАЯ, Д. 1/1;54.964173;82.828388
457;КАЗАХСТАНСКАЯ;ПАВЛОДАР-ЮЖНЫЙ;РЕСПУБЛИКА КАЗАХСТАН , 140011 ПАВЛОДАРСКАЯ ОБЛАСТЬ, Г. ПАВЛОДАР, УЛ. ТОЛСТО;52.275897;76.967564
458;КАЗАХСТАНСКАЯ;КАЙРАТ;РЕСПУБЛИКА КАЗАХСТАН 050016 Г.АЛМАТЫ, ПР.СУЮНБАЯ 2;43.274385;76.948322
459;КУЙБЫШЕВСКАЯ;БИЯНКА;456910 ЧЕЛЯБИНСКАЯ ОБЛ., Г.САТКА, УЛ.ПРОЛЕТАРСКАЯ, Д. 40;55.038047;58.972494
460;ЗАБАЙКАЛЬСКАЯ;БАЛЯГА;673005 ЗАБАЙКАЛЬСКИЙ КРАЙ, Г.ПЕТРОВСК-ЗАБАЙКАЛЬСКИЙ, УЛ. СПОРТИВНАЯ, Д. 18;51.252605;108.820539
461;СВЕРДЛОВСКАЯ;ПОКРОВСК-УРАЛЬСКИЙ;624993 СВЕРДЛОВСКАЯ ОБЛ., Г.СЕРОВ, УЛ.МАТРОСОВА, Д. 1;59.615283;60.592264
462;СЕВЕРО-КАВКАЗСКАЯ;КРАСНОДАР 2;350072 КРАСНОДАРСКИЙ КРАЙ, Г.КРАСНОДАР, УЛ.ТОПОЛИНАЯ, Д.4;45.077837;38.996082
463;ДАЛЬНЕВОСТОЧНАЯ;МЫС АСТАФЬЕВА-ЭКСПОРТ;692900 ПРИМОРСКИЙ КРАЙ, Г.НАХОДКА, УЛ. ПОРТОВАЯ, Д. 48;42.808165;132.885471
464;ГОРЬКОВСКАЯ;ИБРЕСИ;428016, ЧУВАШСКАЯ РЕСПУБЛИКА,  Г.ЧЕБОКСАРЫ, ПР-Д ЛАПСАРСКИЙ, Д.65;56.07273;47.228612
465;КРАСНОЯРСКАЯ;ТЯЖИН;650021  КЕМЕРОВСКАЯ ОБЛ., Г.КЕМЕРОВО, ЗАВОДСКОЙ Р-Н, УЛ. ШАТУРСКАЯ, Д.2;55.360879;85.995489
466;МОСКОВСКАЯ;АРСАКИ;601655 ВЛАДИМИРСКАЯ ОБЛ., Г.АЛЕКСАНДРОВ, ЮЖНЫЙ ПР-Д, Д.10;56.374527;38.70077
467;ГП"КРЫМСКАЯ Ж.Д."(РФ);ЕВПАТОРИЯ-ТОВАРНАЯ;297400 РЕСПУБЛИКА КРЫМ, Г. ЕВПАТОРИЯ, ПЛ. МОРЯКОВ, 1-А. 297400 РЕСПУБЛИКА К;45.191664;33.373985
468;БЕЛОРУССКАЯ;ДОБРУШ;Г. ГОМЕЛЬ, УЛ. БОРИСЕНКО, 5;52.413944;30.920821
469;КАЗАХСТАНСКАЯ;ФУРМАНОВСКИЙ;РЕСПУБЛИКА КАЗАХСТАН , 110300 КОСТАНАЙСКАЯ ОБЛАСТЬ, Г. АРКАЛЫК  ГОРБАЧЕВА 1;50.247227;66.896021
470;ЗАБАЙКАЛЬСКАЯ;КАРЫМСКАЯ;672026 ЗАБАЙКАЛЬСКИЙ КРАЙ, Г.ЧИТА, УЛ.КАДАЛИНСКАЯ, Д. 1Е;52.013003;113.318601
471;ГОРЬКОВСКАЯ;БУА;420030 РЕСПУБЛИКА ТАТАРСТАН, Г. КАЗАНЬ, СТ. ЛАГЕРНАЯ, УЛ. БОЕВАЯ;55.800433;49.021865
472;КАЗАХСТАНСКАЯ;АРАЛЬСКОЕ МОРЕ;РЕСПУБЛИКА КАЗАХСТАН КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ, Г.АРАЛ,    УЛ.К. ЕРИБЕТ 4А;46.803278;61.654881
473;ДАЛЬНЕВОСТОЧНАЯ;ДУБИНИНСКИЙ;692524 ПРИМОРСКИЙ КРАЙ, Г.УССУРИЙСК, УЛ.ЛИМИЧЕВСКАЯ, 21 А;43.843752;131.941854
474;КУЙБЫШЕВСКАЯ;БЕЗЕНЧУК;446200 САМАРСКАЯ ОБЛ., Г. НОВОКУЙБЫШЕВСК, УЛ. РЕПИНА, Д. 2;53.093916;49.944569
475;КАЗАХСТАНСКАЯ;ТЕКЕСУ;РЕСПУБЛИКА КАЗАХСТАН , Г. ШЫМКЕНТ, ЛЕНГЕРСКОЕ ШОССЕ 5 КМ., ТЕРРИТОРИЯ СВХ <;42.287893;69.638991
